customer_id,credit_limit,sex,education,marital_status,age,payment_status_sep,payment_status_aug,payment_status_jul,payment_status_jun,payment_status_may,payment_status_apr,bill_amount_sep,bill_amount_aug,bill_amount_jul,bill_amount_jun,bill_amount_may,bill_amount_apr,payment_amount_sep,payment_amount_aug,payment_amount_jul,payment_amount_jun,payment_amount_may,payment_amount_apr,default_next_month,delay_months_apr,delay_months_may,delay_months_jun,delay_months_jul,delay_months_aug,delay_months_sep,credit_utilization_apr,credit_utilization_may,credit_utilization_jun,credit_utilization_jul,credit_utilization_aug,credit_utilization_sep,avg_credit_utilization_6m,early_utilization_avg,recent_utilization_avg,utilization_change,months_with_delay,maximum_delay_months,early_delay_avg,recent_delay_avg,delay_change,no_payment_with_bill_apr,no_payment_with_bill_may,no_payment_with_bill_jun,no_payment_with_bill_jul,no_payment_with_bill_aug,no_payment_with_bill_sep,months_no_payment_with_bill,default_flag,utilization_band,utilization_trend,delay_group,utilization_per_10pct,risk_segment,recommended_action
7045,200000,female,university,married,42,-1,-1,-1,-1,-1,-1,326,645,586,600,485,0,645,586,600,485,0,0,No default,0,0,0,0,0,0,0.0,0.24,0.3,0.29,0.32,0.16,0.22,0.18,0.26,0.08,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Low (0-30%),Stable,No Delay,0.022,Low Risk,Continue normal service and routine monitoring
7046,20000,female,graduate_school,single,26,-1,-1,-1,-1,-1,0,11030,5331,20985,6932,37345,28798,5331,20985,6932,37845,2000,11200,No default,0,0,0,0,0,0,143.99,186.72,34.66,104.92,26.66,55.15,92.02,121.79,62.24,-59.55,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Decreasing,No Delay,9.202,Watchlist,Monitor closely and send early payment reminders
7047,80000,female,university,married,53,1,2,2,2,0,0,9715,9415,11254,10777,12096,13895,0,2000,0,1500,2000,0,No default,0,0,2,2,2,1,17.37,15.12,13.47,14.07,11.77,12.14,13.99,15.32,12.66,-2.66,4,2,0.67,1.67,1.0,1,0,0,1,0,1,3,0,Low (0-30%),Stable,2 Months,1.399,High Risk,Contact customer and review before increasing credit
7048,430000,male,university,married,32,1,-1,-1,-2,-2,-2,0,2500,0,0,0,0,2500,0,0,0,0,0,default,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.58,0.0,0.1,0.0,0.19,0.19,1,1,0.0,0.33,0.33,0,0,0,0,1,0,1,1,Low (0-30%),Stable,1 Month,0.01,Watchlist,Monitor closely and send early payment reminders
7049,350000,female,graduate_school,single,44,3,2,2,2,2,2,314607,322032,327193,333278,340791,348006,14000,12000,13000,13000,13000,12200,default,2,2,2,2,2,3,99.43,97.37,95.22,93.48,92.01,89.89,94.57,97.34,91.79,-5.55,6,3,2.0,2.33,0.33,0,0,0,0,0,0,0,1,High (60-100%),Stable,3+ Months,9.456999999999999,Critical Risk,Urgent human review and offer repayment support
7050,50000,female,university,married,34,-1,-1,-1,-1,-1,-1,2738,8192,3595,900,6483,0,8199,3622,900,6483,0,0,No default,0,0,0,0,0,0,0.0,12.97,1.8,7.19,16.38,5.48,7.3,4.92,9.68,4.76,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Low (0-30%),Stable,No Delay,0.73,Low Risk,Continue normal service and routine monitoring
7051,210000,female,high_school,married,55,0,0,0,0,0,0,217016,204418,204377,146575,144521,147938,8049,9000,6000,5500,5816,5500,default,0,0,0,0,0,0,70.45,68.82,69.8,97.32,97.34,103.34,84.51,69.69,99.33,29.64,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,High (60-100%),Increasing,No Delay,8.451,Watchlist,Monitor closely and send early payment reminders
7052,20000,male,university,single,51,-1,-1,-2,-1,-1,-2,780,0,-1500,780,0,0,0,0,2280,0,0,0,No default,0,0,0,0,0,0,0.0,0.0,3.9,0.0,0.0,3.9,1.3,1.3,1.3,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,2,0,Low (0-30%),Stable,No Delay,0.13,Low Risk,Continue normal service and routine monitoring
7053,160000,female,university,single,29,0,0,-1,-1,-1,-1,36134,21827,421,421,2876,1949,21000,421,421,2876,1949,8090,default,0,0,0,0,0,0,1.22,1.8,0.26,0.26,13.64,22.58,6.63,1.09,12.16,11.07,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Low (0-30%),Increasing,No Delay,0.663,Low Risk,Continue normal service and routine monitoring
7054,50000,female,high_school,married,46,2,0,0,2,2,0,25706,25040,25376,23845,21691,20426,1434,2456,784,0,778,573,default,0,2,2,0,0,2,40.85,43.38,47.69,50.75,50.08,51.41,47.36,43.97,50.75,6.78,3,2,1.33,0.67,-0.66,0,0,1,0,0,0,1,1,Moderate (30-60%),Stable,2 Months,4.736,High Risk,Contact customer and review before increasing credit
7055,50000,female,graduate_school,single,24,0,0,0,0,0,0,49982,49650,48321,30281,30380,28852,1963,1739,1033,1058,1041,1007,No default,0,0,0,0,0,0,57.7,60.76,60.56,96.64,99.3,99.96,79.15,59.67,98.63,38.96,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,7.915000000000001,Watchlist,Monitor closely and send early payment reminders
7056,30000,male,high_school,single,31,3,2,0,0,0,2,30588,26860,21165,21281,22938,22422,0,1646,762,2000,0,647,default,2,0,0,0,2,3,74.74,76.46,70.94,70.55,89.53,101.96,80.7,74.05,87.35,13.3,3,3,0.67,1.67,1.0,0,1,0,0,0,1,2,1,High (60-100%),Increasing,3+ Months,8.07,Critical Risk,Urgent human review and offer repayment support
7057,100000,male,graduate_school,single,29,2,2,2,2,2,0,48186,48924,47837,51361,50417,51400,1800,0,4321,0,2400,0,default,0,2,2,2,2,2,51.4,50.42,51.36,47.84,48.92,48.19,49.69,51.06,48.32,-2.74,5,2,1.33,2.0,0.67,1,0,1,0,1,0,3,1,Moderate (30-60%),Stable,2 Months,4.968999999999999,Critical Risk,Urgent human review and offer repayment support
7058,360000,male,university,single,28,0,0,0,0,0,0,35564,25173,10633,7217,7364,-7,2086,3017,144,147,0,763,No default,0,0,0,0,0,0,0.0,2.05,2.0,2.95,6.99,9.88,3.98,1.35,6.61,5.26,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Low (0-30%),Stable,No Delay,0.398,Low Risk,Continue normal service and routine monitoring
7059,310000,female,university,married,34,0,0,-1,-1,-1,-1,4153,2199,5565,4050,4922,15362,1002,5565,4050,4922,15362,12000,No default,0,0,0,0,0,0,4.96,1.59,1.31,1.8,0.71,1.34,1.95,2.62,1.28,-1.34,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.195,Low Risk,Continue normal service and routine monitoring
7060,50000,female,university,others,30,2,2,0,0,0,0,40087,38281,34519,33965,33273,31960,0,1466,1282,1293,1257,3013,No default,0,0,0,0,2,2,63.92,66.55,67.93,69.04,76.56,80.17,70.7,66.13,75.26,9.13,2,2,0.0,1.33,1.33,0,0,0,0,0,1,1,0,High (60-100%),Stable,2 Months,7.07,High Risk,Contact customer and review before increasing credit
7061,120000,female,university,married,37,0,0,0,2,0,0,12006,13024,14795,14313,14762,14902,1171,1942,0,626,478,495,No default,0,0,2,0,0,0,12.42,12.3,11.93,12.33,10.85,10.01,11.64,12.22,11.06,-1.16,1,2,0.67,0.0,-0.67,0,0,0,1,0,0,1,0,Low (0-30%),Stable,2 Months,1.1640000000000001,High Risk,Contact customer and review before increasing credit
7062,30000,female,university,single,29,1,2,0,0,0,2,16493,15545,16557,16857,18121,18375,0,1275,575,1539,700,0,default,2,0,0,0,2,1,61.25,60.4,56.19,55.19,51.82,54.98,56.64,59.28,54.0,-5.28,3,2,0.67,1.0,0.33,1,0,0,0,0,1,2,1,Moderate (30-60%),Stable,2 Months,5.664,High Risk,Contact customer and review before increasing credit
7063,200000,female,university,single,30,0,0,0,0,0,0,193300,191254,176720,164729,162097,154016,6860,5870,5009,5543,6037,5002,No default,0,0,0,0,0,0,77.01,81.05,82.36,88.36,95.63,96.65,86.84,80.14,93.55,13.41,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,8.684000000000001,Watchlist,Monitor closely and send early payment reminders
7064,20000,male,high_school,single,37,0,0,0,-1,-1,-2,19716,20518,16551,1700,0,0,1547,1350,1700,0,0,0,No default,0,0,0,0,0,0,0.0,0.0,8.5,82.76,102.59,98.58,48.74,2.83,94.64,91.81,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,Moderate (30-60%),Increasing,No Delay,4.8740000000000006,Low Risk,Continue normal service and routine monitoring
7065,50000,female,university,single,23,0,0,0,2,0,0,47020,48383,47231,20508,20584,19625,2139,2500,6,2000,2000,2000,default,0,0,2,0,0,0,39.25,41.17,41.02,94.46,96.77,94.04,67.78,40.48,95.09,54.61,1,2,0.67,0.0,-0.67,0,0,0,0,0,0,0,1,High (60-100%),Increasing,2 Months,6.7780000000000005,High Risk,Contact customer and review before increasing credit
7066,70000,female,graduate_school,single,25,0,0,0,0,0,0,8272,10128,11106,11443,10323,11150,2000,1163,500,376,1000,800,No default,0,0,0,0,0,0,15.93,14.75,16.35,15.87,14.47,11.82,14.86,15.68,14.05,-1.63,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,1.486,Low Risk,Continue normal service and routine monitoring
7067,290000,female,graduate_school,single,32,1,-2,-1,0,-1,-1,0,0,3786,3786,2881,2430,0,3786,0,2881,2430,0,No default,0,0,0,0,0,1,0.84,0.99,1.31,1.31,0.0,0.0,0.74,1.05,0.44,-0.61,1,1,0.0,0.33,0.33,1,0,0,1,0,0,2,0,Low (0-30%),Stable,1 Month,0.074,Watchlist,Monitor closely and send early payment reminders
7068,90000,female,graduate_school,single,30,2,2,3,3,3,3,750,750,750,750,2450,2150,0,0,0,2000,0,0,No default,3,3,3,3,2,2,2.39,2.72,0.83,0.83,0.83,0.83,1.4,1.98,0.83,-1.15,6,3,3.0,2.33,-0.67,1,1,0,1,1,1,5,0,Low (0-30%),Stable,3+ Months,0.13999999999999999,Critical Risk,Urgent human review and offer repayment support
7069,150000,male,university,married,37,2,2,2,2,2,2,106628,100750,86686,78497,67612,55050,7400,0,4800,1800,0,2100,default,2,2,2,2,2,2,36.7,45.07,52.33,57.79,67.17,71.09,55.02,44.7,65.35,20.65,6,2,2.0,2.0,0.0,0,1,0,0,1,0,2,1,Moderate (30-60%),Increasing,2 Months,5.502000000000001,Critical Risk,Urgent human review and offer repayment support
7070,90000,male,university,single,38,0,0,0,0,0,0,112212,109495,48950,20253,18810,19496,5170,21287,1353,1000,1000,607,No default,0,0,0,0,0,0,21.66,20.9,22.5,54.39,121.66,124.68,60.96,21.69,100.24,78.55,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,6.096,Watchlist,Monitor closely and send early payment reminders
7071,80000,male,graduate_school,married,40,0,0,2,2,2,2,28054,31201,31594,30787,34513,34995,3600,1200,0,4246,1200,1500,default,2,2,2,2,0,0,43.74,43.14,38.48,39.49,39.0,35.07,39.82,41.79,37.85,-3.94,4,2,2.0,0.67,-1.33,0,0,0,1,0,0,1,1,Moderate (30-60%),Stable,2 Months,3.982,High Risk,Contact customer and review before increasing credit
7072,100000,male,graduate_school,single,32,1,2,2,0,0,0,95794,97390,94110,92823,68136,53170,4000,0,2000,2000,3000,0,No default,0,0,0,2,2,1,53.17,68.14,92.82,94.11,97.39,95.79,83.57,71.38,95.76,24.38,3,2,0.0,1.67,1.67,1,0,0,0,1,0,2,0,High (60-100%),Increasing,2 Months,8.357,High Risk,Contact customer and review before increasing credit
7073,200000,female,university,married,41,-2,-2,-2,-1,0,0,-780,-783,909,2004,2008,0,0,1692,2004,4,54,0,No default,0,0,0,0,0,0,0.0,1.0,1.0,0.45,0.0,0.0,0.41,0.67,0.15,-0.52,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.040999999999999995,Low Risk,Continue normal service and routine monitoring
7074,140000,female,university,single,31,3,3,2,2,2,2,124716,127047,128479,129869,132540,135201,5800,5000,5000,4900,5000,5000,default,2,2,2,2,3,3,96.57,94.67,92.76,91.77,90.75,89.08,92.6,94.67,90.53,-4.14,6,3,2.0,2.67,0.67,0,0,0,0,0,0,0,1,High (60-100%),Stable,3+ Months,9.26,Critical Risk,Urgent human review and offer repayment support
7075,110000,female,university,single,45,-1,-1,-1,0,0,0,836,9376,85924,33342,33193,32993,9376,85924,1167,1197,1180,1163,No default,0,0,0,0,0,0,29.99,30.18,30.31,78.11,8.52,0.76,29.64,30.16,29.13,-1.03,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,2.964,Low Risk,Continue normal service and routine monitoring
7076,50000,female,high_school,others,43,0,0,0,0,0,0,31199,36067,24727,30182,27043,25995,12009,2111,11000,1000,6000,6001,No default,0,0,0,0,0,0,51.99,54.09,60.36,49.45,72.13,62.4,58.4,55.48,61.33,5.85,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,No Delay,5.84,Low Risk,Continue normal service and routine monitoring
7077,60000,female,university,married,42,0,0,0,0,0,0,61759,60399,38994,40338,40142,39904,2600,2000,2000,1614,1590,2000,No default,0,0,0,0,0,0,66.51,66.9,67.23,64.99,100.66,102.93,78.2,66.88,89.53,22.65,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,7.82,Watchlist,Monitor closely and send early payment reminders
7078,130000,male,graduate_school,married,40,0,0,0,0,0,-2,25375,26128,25327,25775,0,0,1500,1852,1300,0,0,0,No default,0,0,0,0,0,0,0.0,0.0,19.83,19.48,20.1,19.52,13.16,6.61,19.7,13.09,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,Low (0-30%),Increasing,No Delay,1.316,Low Risk,Continue normal service and routine monitoring
7079,320000,female,university,married,43,0,0,0,0,0,0,181048,186444,188596,192145,195813,198648,8500,7000,6800,7000,6965,7500,No default,0,0,0,0,0,0,62.08,61.19,60.05,58.94,58.26,56.58,59.52,61.11,57.93,-3.18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,No Delay,5.952,Low Risk,Continue normal service and routine monitoring
7080,120000,female,high_school,married,42,-1,-1,-1,0,-1,0,2207,263,4531,1211,4015,2042,263,4531,0,4015,0,1007,No default,0,0,0,0,0,0,1.7,3.35,1.01,3.78,0.22,1.84,1.98,2.02,1.95,-0.07,0,0,0.0,0.0,0.0,0,1,0,1,0,0,2,0,Low (0-30%),Stable,No Delay,0.198,Low Risk,Continue normal service and routine monitoring
7081,450000,female,university,single,35,1,2,0,0,0,0,347994,311267,365723,370496,374405,373155,0,90000,14011,14029,14052,14000,No default,0,0,0,0,2,1,82.92,83.2,82.33,81.27,69.17,77.33,79.37,82.82,75.92,-6.9,2,2,0.0,1.0,1.0,0,0,0,0,0,1,1,0,High (60-100%),Stable,2 Months,7.937,High Risk,Contact customer and review before increasing credit
7082,200000,female,university,married,36,-1,0,0,0,0,0,136286,183615,184792,195062,195156,192436,50000,7000,15000,7500,7500,10000,default,0,0,0,0,0,0,96.22,97.58,97.53,92.4,91.81,68.14,90.61,97.11,84.12,-12.99,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,High (60-100%),Decreasing,No Delay,9.061,Watchlist,Monitor closely and send early payment reminders
7083,20000,male,graduate_school,single,31,1,3,2,0,0,-2,16170,15646,14020,13345,0,0,0,5,1925,0,0,0,default,0,0,0,2,3,1,0.0,0.0,66.72,70.1,78.23,80.85,49.32,22.24,76.39,54.15,3,3,0.0,2.0,2.0,0,0,1,0,0,1,2,1,Moderate (30-60%),Increasing,3+ Months,4.932,Critical Risk,Urgent human review and offer repayment support
7084,410000,female,university,married,29,-2,-2,-2,-1,-1,0,6764,6500,6764,1743,149153,145597,6500,6764,3542,161064,5072,4891,No default,0,0,0,0,0,0,35.51,36.38,0.43,1.65,1.59,1.65,12.87,24.11,1.63,-22.48,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Decreasing,No Delay,1.287,Low Risk,Continue normal service and routine monitoring
7085,210000,female,graduate_school,married,40,0,0,0,0,0,0,206803,207471,152365,146625,146163,146180,7876,5400,6000,6000,6000,10000,No default,0,0,0,0,0,0,69.61,69.6,69.82,72.55,98.8,98.48,79.81,69.68,89.94,20.26,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,7.981,Watchlist,Monitor closely and send early payment reminders
7086,210000,female,graduate_school,married,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,default,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,1,Low (0-30%),Stable,1 Month,0.0,Watchlist,Monitor closely and send early payment reminders
7087,130000,male,high_school,married,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No default,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,0,Low (0-30%),Stable,1 Month,0.0,Watchlist,Monitor closely and send early payment reminders
7088,170000,female,graduate_school,single,27,-2,-2,-2,-2,-1,2,6504,1046,0,0,910,382,1046,0,0,910,0,532,default,2,0,0,0,0,0,0.22,0.54,0.0,0.0,0.62,3.83,0.87,0.25,1.48,1.23,1,2,0.67,0.0,-0.67,0,1,0,0,1,0,2,1,Low (0-30%),Stable,2 Months,0.087,High Risk,Contact customer and review before increasing credit
7089,190000,female,university,married,55,0,0,0,0,0,0,104344,106814,104047,88269,90264,88823,6003,5009,5750,3500,3500,3200,No default,0,0,0,0,0,0,46.75,47.51,46.46,54.76,56.22,54.92,51.1,46.91,55.3,8.39,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,No Delay,5.11,Low Risk,Continue normal service and routine monitoring
7090,230000,female,graduate_school,single,28,0,0,0,0,0,0,95956,87294,85336,81640,82462,80964,4231,4061,2846,2800,2909,2601,default,0,0,0,0,0,0,35.2,35.85,35.5,37.1,37.95,41.72,37.22,35.52,38.92,3.4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Moderate (30-60%),Stable,No Delay,3.722,Low Risk,Continue normal service and routine monitoring
7091,120000,female,university,single,29,0,0,0,0,0,0,114538,117171,115941,116877,117359,117029,6000,5500,4160,4120,4250,4380,No default,0,0,0,0,0,0,97.52,97.8,97.4,96.62,97.64,95.45,97.07,97.57,96.57,-1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Stable,No Delay,9.706999999999999,Watchlist,Monitor closely and send early payment reminders
7092,50000,female,university,single,23,0,0,2,0,0,0,17313,20019,19399,19785,20465,20877,3000,0,709,1000,750,1000,default,0,0,0,2,0,0,41.75,40.93,39.57,38.8,40.04,34.63,39.29,40.75,37.82,-2.93,1,2,0.0,0.67,0.67,0,0,0,0,1,0,1,1,Moderate (30-60%),Stable,2 Months,3.929,High Risk,Contact customer and review before increasing credit
7093,220000,female,university,single,41,0,0,0,0,0,0,32016,29052,23115,20354,7438,4887,2004,2009,5004,1000,1000,3000,default,0,0,0,0,0,0,2.22,3.38,9.25,10.51,13.21,14.55,8.85,4.95,12.76,7.81,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Low (0-30%),Stable,No Delay,0.885,Low Risk,Continue normal service and routine monitoring
7094,320000,female,graduate_school,single,32,2,0,0,0,0,0,313383,313136,317847,313990,312070,319672,12937,13036,10072,9600,11056,9964,No default,0,0,0,0,0,2,99.9,97.52,98.12,99.33,97.86,97.93,98.44,98.51,98.37,-0.14,1,2,0.0,0.67,0.67,0,0,0,0,0,0,0,0,High (60-100%),Stable,2 Months,9.844,High Risk,Contact customer and review before increasing credit
7095,160000,female,university,married,27,0,0,0,-2,-2,-2,75652,44675,-183,-218,-218,-218,1020,0,0,0,0,0,default,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27.92,47.28,12.53,0.0,25.07,25.07,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,Low (0-30%),Increasing,No Delay,1.253,Low Risk,Continue normal service and routine monitoring
7096,20000,female,university,single,23,0,0,0,0,2,0,4561,6474,8353,13192,14871,11536,2000,2000,5000,2000,1000,2000,No default,0,2,0,0,0,0,57.68,74.36,65.96,41.76,32.37,22.8,49.16,66.0,32.31,-33.69,1,2,0.67,0.0,-0.67,0,0,0,0,0,0,0,0,Moderate (30-60%),Decreasing,2 Months,4.9159999999999995,High Risk,Contact customer and review before increasing credit
7097,460000,female,graduate_school,single,34,1,-2,-2,-2,-2,-2,-258,-258,-258,1209,703,990,0,0,1467,703,990,3200,No default,0,0,0,0,0,1,0.22,0.15,0.26,0.0,0.0,0.0,0.1,0.21,0.0,-0.21,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,0,Low (0-30%),Stable,1 Month,0.01,Watchlist,Monitor closely and send early payment reminders
7098,490000,male,graduate_school,married,38,1,-2,-2,-1,0,0,380,380,380,15240,19656,24006,380,380,15240,5000,5000,7396,No default,0,0,0,0,0,1,4.9,4.01,3.11,0.08,0.08,0.08,2.04,4.01,0.08,-3.93,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,0,Low (0-30%),Stable,1 Month,0.20400000000000001,Watchlist,Monitor closely and send early payment reminders
7099,130000,female,university,married,47,0,0,0,0,0,0,85317,86865,88760,35671,36977,38931,3813,4013,1274,1878,3116,0,No default,0,0,0,0,0,0,29.95,28.44,27.44,68.28,66.82,65.63,47.76,28.61,66.91,38.3,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,Moderate (30-60%),Increasing,No Delay,4.776,Low Risk,Continue normal service and routine monitoring
7100,170000,male,university,single,41,0,0,0,0,0,0,162500,122372,66038,67934,69834,71668,4781,3000,3000,3000,3000,3000,No default,0,0,0,0,0,0,42.16,41.08,39.96,38.85,71.98,95.59,54.94,41.07,68.81,27.74,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,No Delay,5.494,Low Risk,Continue normal service and routine monitoring
7101,150000,female,university,single,24,0,0,0,0,0,0,108924,109705,108748,108116,108951,109901,4000,5500,4000,4100,4300,4000,No default,0,0,0,0,0,0,73.27,72.63,72.08,72.5,73.14,72.62,72.71,72.66,72.75,0.09,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Stable,No Delay,7.270999999999999,Watchlist,Monitor closely and send early payment reminders
7102,180000,female,graduate_school,single,33,-2,-2,-2,-2,-2,-2,1246,1845,471,471,248,335,1845,471,471,248,335,200,No default,0,0,0,0,0,0,0.19,0.14,0.26,0.26,1.03,0.69,0.43,0.2,0.66,0.46,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.043,Low Risk,Continue normal service and routine monitoring
7103,50000,male,high_school,single,35,0,0,0,-1,-1,-1,41646,43257,31473,1473,1473,3873,4000,5300,1473,1473,3873,390,No default,0,0,0,0,0,0,7.75,2.95,2.95,62.95,86.51,83.29,41.07,4.55,77.58,73.03,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,No Delay,4.107,Low Risk,Continue normal service and routine monitoring
7104,240000,female,unknown,married,44,0,0,0,0,0,0,47315,34623,34347,36082,32957,18797,3000,3500,9700,4000,6300,3000,No default,0,0,0,0,0,0,7.83,13.73,15.03,14.31,14.43,19.71,14.17,12.2,16.15,3.95,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,1.417,Low Risk,Continue normal service and routine monitoring
7105,390000,female,graduate_school,single,37,-1,-1,-1,-1,-1,-1,20666,20666,10000,20666,10000,10000,20666,10000,20666,10000,10000,10500,No default,0,0,0,0,0,0,2.56,2.56,5.3,2.56,5.3,5.3,3.93,3.47,4.39,0.92,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.393,Low Risk,Continue normal service and routine monitoring
7106,50000,male,high_school,single,47,0,0,0,0,0,0,48593,48653,15433,15037,10527,10736,1278,1469,463,381,383,398,No default,0,0,0,0,0,0,21.47,21.05,30.07,30.87,97.31,97.19,49.66,24.2,75.12,50.92,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,No Delay,4.965999999999999,Low Risk,Continue normal service and routine monitoring
7107,310000,male,graduate_school,married,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No default,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.0,Low Risk,Continue normal service and routine monitoring
7108,100000,female,graduate_school,single,28,1,-1,-1,-2,-2,-2,290,930,977,0,0,0,1534,977,0,0,0,0,No default,0,0,0,0,0,1,0.0,0.0,0.0,0.98,0.93,0.29,0.37,0.0,0.73,0.73,1,1,0.0,0.33,0.33,0,0,0,1,0,0,1,0,Low (0-30%),Stable,1 Month,0.037,Watchlist,Monitor closely and send early payment reminders
7109,260000,female,graduate_school,single,36,-1,-1,-2,-2,-2,-1,2992,0,0,0,0,150,0,0,0,0,150,310,No default,0,0,0,0,0,0,0.06,0.0,0.0,0.0,0.0,1.15,0.2,0.02,0.38,0.36,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,Low (0-30%),Stable,No Delay,0.02,Low Risk,Continue normal service and routine monitoring
7110,30000,female,university,single,28,0,0,0,0,2,2,28347,29880,29588,30687,25637,26468,2000,2000,2200,0,1800,0,No default,2,2,0,0,0,0,88.23,85.46,102.29,98.63,99.6,94.49,94.78,91.99,97.57,5.58,2,2,1.33,0.0,-1.33,1,0,1,0,0,0,2,0,High (60-100%),Stable,2 Months,9.478,High Risk,Contact customer and review before increasing credit
7111,310000,male,university,single,27,-2,-2,-2,-2,-2,-1,68928,43431,61756,88416,59964,44873,43894,61816,39022,10041,15080,46146,No default,0,0,0,0,0,0,14.48,19.34,28.52,19.92,14.01,22.23,19.75,20.78,18.72,-2.06,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,1.975,Low Risk,Continue normal service and routine monitoring
7112,270000,male,graduate_school,single,40,0,0,0,0,0,0,193444,202284,199443,147121,162262,107338,15000,7000,10000,25000,15000,15000,No default,0,0,0,0,0,0,39.75,60.1,54.49,73.87,74.92,71.65,62.46,51.45,73.48,22.03,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,6.246,Watchlist,Monitor closely and send early payment reminders
7113,250000,female,graduate_school,married,30,-1,-1,-1,2,-1,-1,1923,-574,2533,1607,56694,58091,900,4500,0,57000,5000,0,default,0,0,2,0,0,0,23.24,22.68,0.64,1.01,0.0,0.77,8.06,15.52,0.59,-14.93,1,2,0.67,0.0,-0.67,1,0,0,1,0,0,2,1,Low (0-30%),Decreasing,2 Months,0.806,High Risk,Contact customer and review before increasing credit
7114,130000,female,university,married,31,0,0,0,0,0,0,32215,33690,34859,34051,32827,16702,2000,2000,2000,1000,2000,7131,No default,0,0,0,0,0,0,12.85,25.25,26.19,26.81,25.92,24.78,23.63,21.43,25.84,4.41,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,2.363,Low Risk,Continue normal service and routine monitoring
